2025-02-11 12:38:10.876 | ERROR    | 文件: D:\code\person_git\toolsPlatform\app\crud\Dictionary.py | 模块: QmsBase | 方法: dictionary_list | 行数: 49 | - 查询字典枚举失败, list indices must be integers or slices, not str
2025-02-19 15:13:38.856 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: AuditDataImportModelDao | 方法: insert_import_record | 行数: 65 | - 新增导入钩稽数据记录失败, 查询字典枚举失败, not enough values to unpack (expected 2, got 1)
2025-02-19 15:15:50.981 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionary | 行数: 671 | - 查询字典枚举失败, 0
2025-02-19 15:16:29.226 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionary | 行数: 654 | - 查询字典枚举失败, [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}, {'enum_id': 2, 'enum_name': 'v1环境'}, {'enum_id': 3, 'enum_name': 'test环境'}, {'enum_id': 4, 'enum_name': '线上环境'}]}, {'dict_code': 2025001, 'dict_name': '工具类目', 'enums': [{'enum_id': 1, 'enum_name': '数字化中台'}, {'enum_id': 2, 'enum_name': '灵犀会员'}, {'enum_id': 3, 'enum_name': '企团险'}, {'enum_id': 4, 'enum_name': '其他'}]}, {'dict_code': 2025002, 'dict_name': '钩稽数据渠道', 'enums': [{'enum_id': 1, 'enum_name': '云获'}]}]
2025-02-19 15:16:29.230 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionary | 行数: 672 | - 查询字典枚举失败, 0
2025-02-19 15:17:24.582 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionary | 行数: 671 | - 查询字典枚举失败, 0
2025-02-19 15:17:40.623 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionary | 行数: 671 | - 查询字典枚举失败, 0
2025-02-19 15:42:13.649 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 695 | - 查询字典枚举失败, [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}, {'enum_id': 2, 'enum_name': 'v1环境'}, {'enum_id': 3, 'enum_name': 'test环境'}, {'enum_id': 4, 'enum_name': '线上环境'}]}, {'dict_code': 2025001, 'dict_name': '工具类目', 'enums': [{'enum_id': 1, 'enum_name': '数字化中台'}, {'enum_id': 2, 'enum_name': '灵犀会员'}, {'enum_id': 3, 'enum_name': '企团险'}, {'enum_id': 4, 'enum_name': '其他'}]}, {'dict_code': 2025002, 'dict_name': '钩稽数据渠道', 'enums': [{'enum_id': 1, 'enum_name': '云获'}]}]
2025-02-19 15:42:44.183 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}, {'enum_id': 2, 'enum_name': 'v1环境'}, {'enum_id': 3, 'enum_name': 'test环境'}, {'enum_id': 4, 'enum_name': '线上环境'}]}]
2025-02-19 15:42:52.270 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025002, 'dict_name': '钩稽数据渠道', 'enums': [{'enum_id': 1, 'enum_name': '云获'}]}]
2025-02-19 15:42:57.540 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025002, 'dict_name': '钩稽数据渠道', 'enums': [{'enum_id': 1, 'enum_name': '云获'}]}]
2025-02-19 15:43:46.610 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025002, 'dict_name': '钩稽数据渠道', 'enums': [{'enum_id': 1, 'enum_name': '云获'}]}]
2025-02-19 15:44:53.387 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025002, 'dict_name': '钩稽数据渠道', 'enums': [{'enum_id': 1, 'enum_name': '云获'}]}]
2025-02-19 15:44:59.778 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}, {'enum_id': 2, 'enum_name': 'v1环境'}, {'enum_id': 3, 'enum_name': 'test环境'}, {'enum_id': 4, 'enum_name': '线上环境'}]}]
2025-02-19 15:45:03.506 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\__init__.py | 模块: QmsBase | 方法: QueryDictionaryEnums | 行数: 699 | - 查询字典枚举失败, [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 15:51:36.316 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 253 | - An unexpected error occurred: 'enums'
2025-02-19 15:51:36.320 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 199 | - An error occurred during async operations: local variable 'first_inserted_id' referenced before assignment
2025-02-19 15:52:22.300 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'enum_id': 1, 'enum_name': 'v5环境'}]
2025-02-19 15:52:22.305 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 254 | - An unexpected error occurred: 'enums'
2025-02-19 15:52:22.307 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 199 | - An error occurred during async operations: local variable 'first_inserted_id' referenced before assignment
2025-02-19 15:53:17.925 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 15:53:17.939 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 254 | - An unexpected error occurred: list indices must be integers or slices, not str
2025-02-19 15:53:17.944 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 199 | - An error occurred during async operations: local variable 'first_inserted_id' referenced before assignment
2025-02-19 15:53:47.157 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 253 | - An unexpected error occurred: list indices must be integers or slices, not str
2025-02-19 15:53:47.160 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 199 | - An error occurred during async operations: local variable 'first_inserted_id' referenced before assignment
2025-02-19 15:54:20.148 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 254 | - An unexpected error occurred: list indices must be integers or slices, not str
2025-02-19 15:54:20.157 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 199 | - An error occurred during async operations: local variable 'first_inserted_id' referenced before assignment
2025-02-19 15:54:59.706 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 15:54:59.715 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 255 | - An unexpected error occurred: list indices must be integers or slices, not str
2025-02-19 15:54:59.718 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: async_operations | 行数: 199 | - An error occurred during async operations: local variable 'first_inserted_id' referenced before assignment
2025-02-19 15:55:45.138 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 15:55:45.143 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-19 17:33:32.936 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 17:33:32.942 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-19 19:04:55.838 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 19:04:55.843 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-19 19:17:21.083 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-19 19:17:21.089 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 08:48:14.953 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-20 08:48:14.961 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 08:48:32.181 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-20 08:48:32.184 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 08:48:32.447 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: AuditDataImportModelDao | 方法: insert_import_record | 行数: 64 | - 新增导入钩稽数据记录失败, (raised as a result of Query-invoked autoflush; consider using a session.no_autoflush block if this flush is occurring prematurely)
(pymysql.err.OperationalError) (1241, 'Operand should contain 1 column(s)')
[SQL: INSERT INTO qms_audit_data (created_at, updated_at, deleted_at, create_user, update_user, tool_id, env, channel, url, execution_log, is_rollback) VALUES (%s, %s, %s, %s, %s, %s, %s, %s, %s, %s, %s)]
[parameters: (datetime.datetime(2025, 2, 20, 8, 48, 32, 401191), datetime.datetime(2025, 2, 20, 8, 48, 32, 401191), 0, '唐钰/张砚程', '唐钰/张砚程', 1, 1, 1, ['https://zyc-qms.oss-cn-hangzhou.aliyuncs.com/1739962846677230900_qms_%E5%87%BA%E8%A1%8C.xlsx?OSSAccessKeyId=LTAI5t6zsTDwMVh8Lr7aLqZh&Expires=1740049 ... (96 characters truncated) ... 739962846677230900_qms_%E5%87%BA%E8%A1%8C.xlsx?OSSAccessKeyId=LTAI5t6zsTDwMVh8Lr7aLqZh&Expires=1740049246&Signature=YXTMtBgTvwuZqzgY0R%2FWrsJdiAE%3D'], '{"first_inserted_id": 1476024, "last_inserted_id": 1479085, "count": 3062}', 0)]
(Background on this error at: http://sqlalche.me/e/14/e3q8)
2025-02-20 08:52:47.995 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-20 08:52:47.999 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 08:52:48.268 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: AuditDataImportModelDao | 方法: insert_import_record | 行数: 64 | - 新增导入钩稽数据记录失败, (raised as a result of Query-invoked autoflush; consider using a session.no_autoflush block if this flush is occurring prematurely)
(pymysql.err.OperationalError) (1241, 'Operand should contain 1 column(s)')
[SQL: INSERT INTO qms_audit_data (created_at, updated_at, deleted_at, create_user, update_user, tool_id, env, channel, url, execution_log, is_rollback) VALUES (%s, %s, %s, %s, %s, %s, %s, %s, %s, %s, %s)]
[parameters: (datetime.datetime(2025, 2, 20, 8, 52, 48, 231796), datetime.datetime(2025, 2, 20, 8, 52, 48, 231796), 0, '唐钰/张砚程', '唐钰/张砚程', 1, 1, 1, ['https://zyc-qms.oss-cn-hangzhou.aliyuncs.com/1739962846677230900_qms_%E5%87%BA%E8%A1%8C.xlsx?OSSAccessKeyId=LTAI5t6zsTDwMVh8Lr7aLqZh&Expires=1740049 ... (96 characters truncated) ... 739962846677230900_qms_%E5%87%BA%E8%A1%8C.xlsx?OSSAccessKeyId=LTAI5t6zsTDwMVh8Lr7aLqZh&Expires=1740049246&Signature=YXTMtBgTvwuZqzgY0R%2FWrsJdiAE%3D'], '{"first_inserted_id": 1476024, "last_inserted_id": 1482147, "count": 3062}', 0)]
(Background on this error at: http://sqlalche.me/e/14/e3q8)
2025-02-20 09:03:20.582 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-20 09:03:20.586 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 09:03:21.342 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-20 09:03:21.346 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 09:03:21.533 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: AuditDataImportModelDao | 方法: insert_import_record | 行数: 64 | - 新增导入钩稽数据记录失败, (raised as a result of Query-invoked autoflush; consider using a session.no_autoflush block if this flush is occurring prematurely)
(pymysql.err.OperationalError) (1241, 'Operand should contain 1 column(s)')
[SQL: INSERT INTO qms_audit_data (created_at, updated_at, deleted_at, create_user, update_user, tool_id, env, channel, url, execution_log, is_rollback) VALUES (%s, %s, %s, %s, %s, %s, %s, %s, %s, %s, %s)]
[parameters: (datetime.datetime(2025, 2, 20, 9, 3, 21, 528416), datetime.datetime(2025, 2, 20, 9, 3, 21, 528416), 0, '唐钰/张砚程', '唐钰/张砚程', 1, 1, 1, ['https://zyc-qms.oss-cn-hangzhou.aliyuncs.com/1739962846677230900_qms_%E5%87%BA%E8%A1%8C.xlsx?OSSAccessKeyId=LTAI5t6zsTDwMVh8Lr7aLqZh&Expires=1740049 ... (96 characters truncated) ... 739962846677230900_qms_%E5%87%BA%E8%A1%8C.xlsx?OSSAccessKeyId=LTAI5t6zsTDwMVh8Lr7aLqZh&Expires=1740049246&Signature=YXTMtBgTvwuZqzgY0R%2FWrsJdiAE%3D'], '{"first_inserted_id": 2961234, "last_inserted_id": 2973480, "count": 6124}', 0)]
(Background on this error at: http://sqlalche.me/e/14/e3q8)
2025-02-20 09:03:50.789 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
2025-02-20 09:03:50.794 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 210 | - v5环境
2025-02-20 09:03:51.602 | ERROR    | 文件: D:\code\lx_git\toolsPlatform\app\crud\AuditDataImport.py | 模块: QmsBase | 方法: insert_data_into_db | 行数: 208 | - [{'dict_code': 2025000, 'dict_name': '执行环境', 'enums': [{'enum_id': 1, 'enum_name': 'v5环境'}]}]
